1-call@20,F1@20,L,NDCG@20,Prec@20,Rec@20,SizeOfGroup,T,Time consuming,rt
0.06276615,0.006359507,1,0.022805026,0.003468728,0.048855472,0,500,316,0.01
0.064133994,0.0064574964,1,0.022758547,0.003521639,0.049675897,0,500,316,0.01
0.06441789,0.0064883246,1,0.02323579,0.003535834,0.050433453,0,500,332,0.01
