1-call@20,F1@20,L,NDCG@20,Prec@20,Rec@20,SizeOfGroup,T,Time consuming,rt
0.10858941,0.010814542,2,0.03849952,0.005912098,0.089271605,0,1000,1131,0.01
0.107968196,0.010677414,2,0.038527157,0.005833408,0.088336326,0,1000,1147,0.01
0.10974903,0.01088437,2,0.03927572,0.0059431638,0.09023082,0,1000,1138,0.01
