1-call@20,F1@20,L,NDCG@20,Prec@20,Rec@20,SizeOfGroup,T,Time consuming,rt
0.04292176,0.0042167613,1,0.0159028,0.0022808136,0.035212405,0,1000,188,0.01
0.041959386,0.004082225,1,0.015310521,0.0022038252,0.034308996,0,1000,182,0.01
0.04330671,0.004225862,1,0.016022423,0.002285625,0.03528993,0,1000,187,0.01
